Account,Amount,Counterparty,Tags,Date,Location
Savings,958.82,Gojek,"General Expenses, Entertainment, Groceries, Dining",2022-08-29,Australia
Savings,608.52,Grab,Groceries,2022-11-24,Japan
Joint Account,356.62,Google,Dining,2022-12-14,Indonesia
Joint Account,872.42,ACME,"Travel, General Expenses",2022-11-28,Australia
Joint Account,557.19,ACME,"Travel, Dining, General Expenses, Groceries, Entertainment, Transportation",2022-09-03,Singapore
Checking,645.42,Gojek,"General Expenses, Groceries, Dining, Entertainment, Transportation, Travel",2022-10-05,Indonesia
Joint Account,668.87,Starbucks,"Dining, Entertainment, Transportation, Groceries",2022-10-23,Indonesia
Checking,929.84,Walmart,"Groceries, General Expenses, Entertainment, Transportation",2022-11-10,Australia
Joint Account,947.02,Uber,"General Expenses, Groceries, Dining",2022-07-19,Japan
Checking,749.94,Google,"Transportation, Entertainment, Travel, General Expenses, Dining, Groceries",2022-11-16,Indonesia
Checking,824.05,ACME,Entertainment,2022-08-15,Indonesia
Checking,470.78,Google,"Groceries, Entertainment, Dining",2022-07-06,Australia
Savings,189.8,Google,"Entertainment, Transportation, General Expenses, Dining, Travel, Groceries",2022-06-05,Australia
Checking,701.62,Grab,"Entertainment, Groceries",2022-06-01,Singapore
Joint Account,817.66,Google,"Travel, Transportation, Dining, General Expenses",2022-12-26,Singapore
Checking,904.34,Google,"Transportation, Dining, General Expenses, Groceries",2022-08-29,Indonesia
Joint Account,573.46,Walmart,"Dining, Transportation, General Expenses, Travel, Entertainment, Groceries",2022-07-15,Indonesia
Savings,35.46,Fairprice,"Dining, General Expenses, Travel, Entertainment, Transportation",2022-12-26,Japan
Checking,966.3,Walmart,"Travel, Entertainment, Groceries, Dining, Transportation, General Expenses",2022-12-25,Singapore
Checking,225.03,Gojek,"Transportation, Travel, Groceries",2022-10-06,Singapore
Joint Account,269.01,Fairprice,"Travel, Entertainment",2022-09-10,Australia
Checking,492.25,Google,"Travel, Dining, Entertainment, Groceries",2022-06-06,Australia
Savings,862.71,Starbucks,"Transportation, Travel, Groceries, Entertainment, Dining, General Expenses",2022-08-14,Japan
Checking,766.08,Gojek,"Transportation, Travel",2022-08-06,Indonesia
Joint Account,466.74,ACME,"General Expenses, Entertainment",2022-06-14,Singapore
Savings,619.77,Google,"General Expenses, Dining, Entertainment, Transportation",2022-06-09,Japan
Savings,81.5,Uber,"Transportation, Groceries, Travel, Entertainment, General Expenses",2022-09-22,Australia
Savings,589.22,ACME,Groceries,2022-12-16,Indonesia
Joint Account,22.29,Grab,Entertainment,2022-08-23,Singapore
Joint Account,530.33,Amazon,"Entertainment, Travel, Dining",2022-11-14,Japan
Checking,50.08,Amazon,"Entertainment, General Expenses, Travel",2022-10-26,Indonesia
Joint Account,736.59,Starbucks,"Entertainment, Dining, Groceries, Travel, Transportation",2022-08-08,Singapore
Joint Account,728.25,Walmart,"General Expenses, Entertainment, Groceries",2022-09-09,Australia
Joint Account,428.48,Walmart,"Transportation, Entertainment, Groceries",2022-11-01,Australia
Joint Account,152.55,Amazon,"Entertainment, Travel, Transportation, General Expenses, Dining, Groceries",2022-06-30,Singapore
Savings,704.21,Amazon,"Travel, Transportation, General Expenses",2022-06-08,Indonesia
Savings,557.37,Uber,Travel,2022-06-14,Japan
Checking,70.93,ACME,Transportation,2022-08-04,Singapore
Savings,993.78,Grab,"Travel, Entertainment, General Expenses",2022-12-17,Indonesia
Joint Account,769.93,Google,"Travel, Entertainment, General Expenses",2022-10-20,Australia
Savings,785.94,Google,Travel,2022-08-28,Japan
Checking,76.51,Walmart,"Groceries, Dining, Travel",2022-11-20,Australia
Checking,436.75,Amazon,Groceries,2022-07-26,Japan
Joint Account,701.83,Starbucks,"Travel, Transportation, Groceries, Entertainment",2022-12-11,Singapore
Joint Account,857.09,Starbucks,"Dining, General Expenses, Travel",2022-12-18,Australia
Checking,513.72,Starbucks,Transportation,2022-07-15,Australia
Savings,716.33,Google,"General Expenses, Transportation, Groceries",2022-09-03,Japan
Savings,79.92,Walmart,Dining,2022-07-01,Japan
Checking,316.39,Grab,"Groceries, Travel, Transportation, General Expenses, Entertainment",2022-10-25,Singapore
Checking,129.91,Fairprice,"Travel, Dining, General Expenses, Groceries",2022-12-11,Indonesia
Savings,681.61,Grab,"Dining, General Expenses, Travel",2022-10-11,Australia
Savings,649.22,Starbucks,"General Expenses, Entertainment",2022-11-22,Indonesia
Savings,512.39,Uber,"General Expenses, Entertainment, Travel, Dining, Transportation, Groceries",2022-12-10,Australia
Checking,587.95,Walmart,"Groceries, Entertainment",2022-10-22,Indonesia
Joint Account,223.27,Uber,"General Expenses, Dining",2022-07-05,Australia
Savings,691.01,Google,Entertainment,2022-11-13,Australia
Savings,384.89,Uber,"Entertainment, Travel",2022-11-20,Singapore
Checking,632.87,Uber,"Dining, Transportation, Travel, Groceries, General Expenses",2022-09-17,Australia
Checking,620.75,Grab,"General Expenses, Groceries",2022-07-03,Australia
Joint Account,386.62,Walmart,"Transportation, Travel, Entertainment, Dining",2022-06-03,Singapore
Joint Account,469.21,Starbucks,Entertainment,2022-08-07,Indonesia
Checking,564.09,Amazon,"General Expenses, Groceries, Dining, Entertainment",2022-11-01,Japan
Checking,358.66,Starbucks,Dining,2022-07-28,Australia
Joint Account,228.96,Google,"Entertainment, General Expenses, Travel",2022-06-10,Australia
Joint Account,601.41,Uber,"Dining, Transportation, General Expenses, Groceries, Entertainment, Travel",2022-10-20,Indonesia
Savings,965.94,Gojek,Travel,2022-09-25,Japan
Joint Account,251.7,Google,Groceries,2022-11-13,Australia
Savings,782.83,Starbucks,"Entertainment, Dining",2022-09-12,Indonesia
Joint Account,740.0,Walmart,"Entertainment, Travel",2022-07-21,Japan
Joint Account,900.97,Uber,"Groceries, Dining, Entertainment, Transportation, Travel",2022-11-05,Japan
Checking,572.19,Grab,"Travel, General Expenses, Transportation",2022-06-20,Indonesia
Checking,425.71,Gojek,"Groceries, Dining, General Expenses, Entertainment",2022-10-30,Indonesia
Savings,468.28,Grab,"General Expenses, Transportation",2022-07-30,Japan
Savings,461.77,Walmart,"Entertainment, Dining, Travel",2022-07-21,Indonesia
Savings,784.22,Fairprice,"Groceries, Travel, Dining",2022-11-22,Singapore
Joint Account,921.14,Amazon,"Dining, Groceries, General Expenses, Entertainment, Travel",2022-07-09,Japan
Joint Account,958.77,Grab,"Dining, Groceries",2022-06-16,Singapore
Savings,190.67,ACME,"Travel, Groceries, Transportation, Dining",2022-11-02,Indonesia
Checking,39.33,Gojek,"Transportation, Dining, Groceries, General Expenses, Entertainment",2022-07-31,Australia
Checking,248.05,Google,"Dining, Groceries, General Expenses",2022-11-12,Singapore
Joint Account,757.87,Walmart,"Entertainment, Travel, Transportation, Groceries, Dining",2022-12-23,Australia
Checking,644.93,Fairprice,"Travel, Transportation",2022-08-15,Singapore
Checking,521.99,ACME,"Groceries, General Expenses, Transportation",2022-06-01,Australia
Checking,713.76,Uber,"Travel, Groceries",2022-09-06,Japan
Checking,125.53,Starbucks,"Groceries, Transportation, Entertainment, Travel, Dining",2022-11-30,Japan
Savings,803.64,ACME,"Groceries, Entertainment, Dining",2022-11-01,Singapore
Savings,971.26,Uber,"General Expenses, Travel, Dining, Transportation, Entertainment, Groceries",2022-09-12,Australia
Checking,642.83,Uber,"Entertainment, Dining, General Expenses, Groceries, Transportation, Travel",2022-06-03,Singapore
Checking,585.51,Gojek,"Dining, Entertainment, General Expenses, Groceries",2022-08-13,Australia
Checking,537.26,Gojek,"Travel, General Expenses",2022-08-11,Japan
Savings,388.87,Walmart,"Transportation, Dining, Groceries, General Expenses, Travel, Entertainment",2022-09-23,Japan
Checking,656.4,Grab,"General Expenses, Entertainment, Groceries, Transportation, Dining, Travel",2022-07-28,Indonesia
Checking,216.09,Grab,Dining,2022-07-11,Australia
Savings,143.57,ACME,Transportation,2022-09-15,Japan
Joint Account,441.12,Walmart,"Dining, Groceries, Entertainment, Travel, Transportation, General Expenses",2022-06-28,Japan
Savings,283.35,Fairprice,"General Expenses, Dining, Transportation, Travel",2022-10-19,Japan
Joint Account,795.42,Walmart,"Dining, Travel, Transportation",2022-08-30,Japan
Savings,54.94,Gojek,"Groceries, Dining, Transportation, Travel, General Expenses",2022-06-06,Singapore
Checking,373.79,Uber,"General Expenses, Entertainment, Transportation",2022-10-26,Australia
Savings,162.36,Gojek,"Transportation, Groceries, General Expenses, Travel",2022-12-22,Japan
Savings,809.51,Gojek,"Transportation, General Expenses, Travel, Groceries",2022-11-17,Singapore
Checking,85.75,Walmart,Travel,2022-09-01,Indonesia
Savings,327.28,Amazon,"Transportation, Groceries, General Expenses",2022-10-15,Singapore
Joint Account,384.83,Grab,"Entertainment, Transportation, Dining",2022-09-22,Singapore
Checking,81.25,ACME,"Transportation, General Expenses, Dining, Travel",2022-08-27,Singapore
Joint Account,555.27,Google,"Dining, Travel, Entertainment, General Expenses, Transportation",2022-10-17,Indonesia
Checking,688.44,Walmart,"Travel, Dining, General Expenses",2022-07-15,Indonesia
Joint Account,582.8,Uber,"General Expenses, Dining, Travel, Transportation",2022-10-23,Indonesia
Joint Account,787.32,Uber,"Groceries, Dining",2022-06-29,Japan
Savings,218.56,Amazon,"Entertainment, Transportation",2022-12-28,Japan
Joint Account,660.01,Walmart,"General Expenses, Groceries, Transportation, Dining, Travel, Entertainment",2022-11-21,Japan
Checking,337.37,Starbucks,"Dining, Travel, General Expenses",2022-08-09,Singapore
Checking,784.24,Amazon,"Dining, Entertainment, Transportation, Groceries, Travel",2022-10-21,Indonesia
Checking,507.81,Fairprice,"Travel, General Expenses, Dining, Transportation, Entertainment, Groceries",2022-12-25,Singapore
Savings,837.31,Walmart,Travel,2022-12-21,Indonesia
Savings,776.17,Starbucks,"Groceries, Entertainment, Travel",2022-12-04,Indonesia
Checking,794.78,Amazon,"General Expenses, Groceries, Entertainment, Transportation, Travel, Dining",2022-10-28,Japan
Checking,775.42,Uber,"Dining, Entertainment",2022-11-27,Singapore
Checking,593.35,Grab,"Transportation, Groceries, Entertainment, General Expenses, Travel",2022-07-28,Japan
Savings,850.42,Fairprice,"Groceries, General Expenses",2022-06-25,Japan
Savings,31.28,Google,"Dining, Transportation, Entertainment, Travel, General Expenses, Groceries",2022-11-10,Japan
Joint Account,900.67,Gojek,General Expenses,2022-11-14,Australia
Joint Account,217.06,Gojek,"Dining, Transportation, General Expenses, Travel",2022-09-11,Japan
Checking,72.7,Google,"Travel, Dining, General Expenses",2022-11-14,Singapore
Savings,220.15,Google,"Entertainment, Travel, General Expenses",2022-10-04,Australia
Checking,205.78,ACME,"Travel, Entertainment, Transportation, General Expenses, Groceries",2022-08-17,Australia
Joint Account,432.79,Gojek,"General Expenses, Entertainment, Dining, Groceries",2022-11-29,Japan
Checking,269.94,Amazon,"Entertainment, Travel, Transportation, Groceries, Dining",2022-11-29,Japan
Checking,476.17,Grab,"Travel, Dining",2022-08-26,Japan
Savings,149.83,Gojek,"Dining, General Expenses, Travel, Groceries",2022-12-08,Singapore
Joint Account,320.59,ACME,Travel,2022-07-22,Singapore
Joint Account,385.49,ACME,"Entertainment, General Expenses, Travel",2022-06-23,Indonesia
Joint Account,617.02,Fairprice,"Transportation, Dining, General Expenses, Groceries, Entertainment",2022-10-06,Australia
Joint Account,522.99,Grab,"Groceries, General Expenses",2022-11-13,Japan
Checking,376.45,Fairprice,"General Expenses, Travel, Transportation, Groceries",2022-07-31,Singapore
Checking,144.38,Starbucks,"Travel, General Expenses",2022-09-09,Australia
Checking,837.65,Google,"Travel, Groceries, Dining, Entertainment, Transportation, General Expenses",2022-09-15,Singapore
Joint Account,545.76,Walmart,"Dining, Travel",2022-10-18,Indonesia
Savings,993.07,Google,"General Expenses, Travel, Dining",2022-10-03,Australia
Savings,807.94,Gojek,Travel,2022-12-21,Japan
Savings,211.07,Fairprice,"Groceries, General Expenses, Travel, Entertainment, Transportation, Dining",2022-09-11,Indonesia
Savings,321.95,Walmart,"Travel, Groceries, General Expenses, Entertainment, Transportation, Dining",2022-12-27,Japan
Joint Account,197.53,Walmart,"General Expenses, Travel",2022-11-15,Indonesia
Checking,433.96,Amazon,"Transportation, Dining, Travel, Groceries",2022-12-11,Singapore
Joint Account,559.64,Uber,"Groceries, General Expenses, Travel",2022-09-28,Japan
Savings,920.15,Grab,"Groceries, Travel, Dining, General Expenses",2022-12-22,Australia
Joint Account,628.15,Walmart,"Transportation, Dining, Entertainment, General Expenses, Groceries, Travel",2022-06-29,Indonesia
Checking,199.58,ACME,"Entertainment, General Expenses, Travel",2022-09-26,Japan
Joint Account,282.55,Google,"Transportation, General Expenses",2022-09-11,Australia
Checking,942.64,Grab,"Dining, General Expenses, Groceries, Travel, Transportation",2022-12-10,Singapore
Joint Account,413.99,ACME,"Dining, Travel, General Expenses, Transportation, Entertainment",2022-10-25,Australia
Savings,817.82,Amazon,"Dining, Travel, Entertainment, Transportation",2022-09-17,Singapore
Checking,736.2,Gojek,"Dining, General Expenses, Travel",2022-12-15,Australia
Joint Account,310.77,Grab,"Travel, Dining, Entertainment, General Expenses",2022-08-23,Japan
Savings,980.18,Walmart,Groceries,2022-12-22,Australia
Checking,703.2,Starbucks,"General Expenses, Travel, Entertainment, Transportation, Groceries, Dining",2022-06-02,Singapore
Checking,710.15,Grab,"General Expenses, Dining, Groceries, Entertainment, Travel, Transportation",2022-09-22,Australia
Checking,585.96,Uber,"Groceries, Transportation, General Expenses, Travel, Dining, Entertainment",2022-11-04,Australia
Joint Account,171.39,Google,"Entertainment, Travel, Dining, Groceries, Transportation, General Expenses",2022-12-29,Indonesia
Checking,233.4,Walmart,"Travel, General Expenses, Groceries",2022-08-25,Japan
Checking,752.44,Walmart,"Groceries, Entertainment, General Expenses, Dining, Transportation",2022-06-05,Australia
Checking,145.09,Amazon,"Entertainment, Transportation, Travel, Dining, General Expenses, Groceries",2022-11-27,Singapore
Joint Account,170.21,Amazon,"Groceries, Travel, Dining, Entertainment, Transportation",2022-11-28,Japan
Checking,509.45,Walmart,"General Expenses, Entertainment, Transportation, Dining",2022-10-20,Indonesia
Joint Account,843.97,Gojek,"Transportation, Groceries, Dining, Travel",2022-09-15,Australia
Checking,825.1,Uber,Entertainment,2022-10-04,Indonesia
Joint Account,35.28,Google,"Groceries, Entertainment, General Expenses, Dining, Transportation",2022-07-13,Indonesia
Checking,258.17,Google,Travel,2022-06-10,Indonesia
Checking,566.24,Gojek,"General Expenses, Entertainment, Transportation, Groceries, Dining",2022-10-21,Singapore
Checking,822.71,Starbucks,"General Expenses, Dining, Travel",2022-11-16,Japan
Checking,982.46,Fairprice,"Dining, Transportation, General Expenses, Entertainment",2022-12-17,Indonesia
Checking,704.07,Google,"General Expenses, Groceries",2022-10-01,Australia
Savings,492.13,Uber,"Entertainment, Travel, Groceries, Dining, Transportation, General Expenses",2022-10-17,Japan
Savings,531.79,Fairprice,"General Expenses, Travel, Entertainment, Transportation, Groceries, Dining",2022-07-28,Indonesia
Checking,402.86,Fairprice,General Expenses,2022-06-25,Australia
Checking,566.16,Walmart,"Entertainment, General Expenses, Transportation, Travel",2022-11-17,Singapore
Checking,644.87,Uber,"General Expenses, Entertainment, Dining, Groceries, Transportation",2022-11-11,Indonesia
Savings,243.06,Uber,"Groceries, General Expenses, Dining",2022-06-18,Singapore
Savings,344.54,Starbucks,"Groceries, Entertainment, Travel, Dining, Transportation, General Expenses",2022-07-09,Australia
Savings,494.8,Uber,"Travel, Transportation",2022-08-19,Indonesia
Joint Account,925.22,Walmart,"Travel, Entertainment",2022-11-19,Singapore
Savings,257.37,Grab,"Travel, Dining",2022-09-03,Indonesia
Savings,752.53,Amazon,"Transportation, Entertainment, Groceries, Dining, Travel",2022-12-05,Singapore
Checking,7.38,Amazon,Dining,2022-08-29,Indonesia
Joint Account,159.41,Starbucks,Dining,2022-09-19,Singapore
Checking,878.77,Grab,Travel,2022-06-28,Australia
Joint Account,963.6,Starbucks,"Travel, Dining",2022-08-03,Singapore
Savings,491.51,Uber,"Dining, Transportation, Entertainment, Travel",2022-07-26,Australia
